id_pedido,cpf,valor_pedido,valor_frete,valor_desconto,cupom,endereco_entrega_logradouro,endereco_entrega_numero,endereco_entrega_bairro,endereco_entrega_cidade,endereco_entrega_estado,endereco_entrega_pais,status_pedido,data_pedido
a6a3dd33-d803-4c19-ac93-395556faa81a,251.704.762-21,1469.40,62.39,0.00,,Travessa Teixeira,9,Vila Canto Do Sabiá,da Paz Verde,RO,Brasil,entregue,2024-03-29
10637558-c20e-4436-982b-feaec83404a7,548.328.307-70,67.29,33.97,0.00,,Campo Araújo,7,Varzea Da Palma,Rezende das Flores,RR,Brasil,pago,2024-11-04
fa715ce0-2468-411e-8d76-ee4db1b717ed,165.699.910-37,340.54,43.46,0.00,,Vale João Pedro Porto,6,Beira Linha,Novaes,CE,Brasil,enviado,2025-01-25
97c4e6ef-562a-4015-b278-b864c532c40c,937.501.881-67,1621.26,81.95,0.00,,Passarela Cavalcanti,3,Independência,Melo do Campo,DF,Brasil,pago,2024-12-01
c2ba6444-a21f-4ca5-8935-5231f1ad5d9b,484.121.682-70,1472.73,45.34,0.00,,Morro de Albuquerque,44,Mariquinhas,da Mota,AP,Brasil,enviado,2025-05-29
644f723d-0a7f-4e5a-85e7-04e68c082613,648.241.501-69,874.55,32.18,0.00,,Viaduto Cunha,87,Conjunto São Francisco De Assis,Ferreira,MS,Brasil,cancelado,2024-04-04
7e435330-885e-4eab-8603-6f3b051aaa76,449.066.462-68,296.56,49.15,26.47,CUPOM196B009C,Avenida Lima,8,Itatiaia,Silva Alegre,RJ,Brasil,pendente,2023-09-24
e1f0230d-a6c7-4bad-8624-fb19651866a3,771.062.495-05,1568.35,78.53,0.00,,Viaduto de Novaes,1,Vila Petropolis,Duarte,SP,Brasil,cancelado,2023-12-10
277f2446-fe66-4612-a7ef-9b2425668c1c,597.131.286-46,438.10,96.24,67.96,CUPOM899FFCA1,Colônia de Alves,3,Vila São Gabriel,Cassiano,BA,Brasil,pago,2025-05-23
c74b27da-6938-457a-88d4-9b587b141406,651.379.203-59,189.76,99.01,0.00,,Feira Clarice Alves,32,Tupi B,Pinto,PR,Brasil,pendente,2025-04-16
d10a3927-4af2-46d4-8f85-6792b4bd2b0b,448.757.237-81,1560.16,44.87,0.00,,Aeroporto de Ferreira,912,Tres Marias,Correia de Cavalcanti,AL,Brasil,enviado,2023-12-28
eb5e6f13-c3af-46d6-b9d4-90fdc3a2afa5,869.801.781-91,1856.48,52.63,0.00,,Estrada Breno da Cruz,543,São Paulo,Andrade,MT,Brasil,entregue,2025-03-20
22f615c5-9a09-478e-82d3-a9800c2c787d,619.154.721-49,1605.27,47.99,0.00,,Setor Isadora Sá,4,Ribeiro De Abreu,Vieira de Goiás,DF,Brasil,cancelado,2025-01-31
1e4499d4-9692-4bff-b3e0-4eac97de561a,631.678.379-72,763.51,29.68,0.00,,Rodovia Abreu,88,Glória,Silva de Minas,AP,Brasil,pago,2024-04-07
b207b705-885b-4fe2-b898-d03cb68061ff,744.350.153-14,1984.36,76.49,0.00,,Recanto Stella da Paz,5,Paquetá,Albuquerque,MA,Brasil,cancelado,2024-08-11
a3770ca7-1f64-4b88-8e5f-d70db738a6b7,820.816.649-21,902.07,55.10,0.00,,Aeroporto Cirino,647,Vila Independencia 1ª Seção,Cavalcanti Paulista,AC,Brasil,entregue,2025-01-29
e4f67d1e-44b1-493f-b16b-d4ed6baf4ce0,526.934.044-37,340.17,99.38,0.00,,Distrito de Novaes,13,Vila Nova Gameleira 2ª Seção,Cardoso,PB,Brasil,entregue,2024-07-13
6b6fc401-0ca9-41ee-9b9c-483429c76c66,269.936.324-75,146.10,83.28,0.00,,Passarela de Câmara,39,Vila São Gabriel Jacui,Freitas de Barros,AL,Brasil,enviado,2024-10-20
f9ab0d27-0d96-41df-a6e5-2ca491f94002,253.175.214-82,1985.91,46.13,0.00,,Parque de Santos,3,Esperança,da Mota do Amparo,SC,Brasil,entregue,2023-07-28
b9790e70-3f04-463f-98b7-66357afa25dd,089.969.261-35,1633.28,50.60,288.93,CUPOM313889F3,Avenida de da Conceição,63,Vila De Sá,Melo de Carvalho,RJ,Brasil,entregue,2024-08-20
83903692-53ee-4168-9ad5-a4c9084dbb60,981.008.175-77,1423.90,47.00,0.00,,Parque Caldeira,63,Providencia,Cassiano,ES,Brasil,enviado,2024-11-19
09386e5b-ef9e-4199-98e4-9e2dc98b24ce,704.886.567-63,128.99,37.85,20.10,CUPOM2DE1A11E,Campo Pereira,4,Vila Rica,Porto dos Dourados,SP,Brasil,pago,2025-03-13
e994981a-445d-4049-95bb-b501cfb6a13c,632.685.432-17,904.77,43.69,0.00,,Colônia Melissa da Luz,892,Maria Helena,da Rocha,MG,Brasil,pago,2024-04-11
81b32725-4d7b-4c5c-8130-4cf0aac90faf,092.519.646-40,1063.05,65.65,71.67,CUPOM0F293FE8,Lago de Farias,47,Conjunto Santa Maria,da Costa da Serra,CE,Brasil,enviado,2025-03-02
46ac1578-526c-4360-9ca5-ae2240ed1966,382.185.194-43,1808.97,68.35,0.00,,Rodovia Sampaio,909,Mineirão,Fernandes,RR,Brasil,entregue,2024-08-10
c4e98aa6-7c13-4aed-bdf4-4cfb78747810,460.153.053-54,988.54,80.79,0.00,,Área Cavalcante,77,São Gonçalo,da Cunha da Praia,SE,Brasil,pago,2024-08-20
b2fa310e-cd3a-4c97-947a-f768ed267f47,517.169.633-46,779.37,23.52,0.00,,Campo Sousa,87,Vila Santa Monica 1ª Seção,Farias,RJ,Brasil,cancelado,2024-05-08
a7b387ae-82c6-4e65-be00-cd3ce1267b49,631.277.419-29,307.72,13.90,0.00,,Feira de Dias,92,Mariquinhas,Rezende,SP,Brasil,entregue,2024-12-09
cf20bbca-4306-448a-a598-9ef53905e4e6,993.638.601-23,215.65,84.10,0.00,,Fazenda de Nunes,249,Rio Branco,Alves de Rodrigues,SE,Brasil,enviado,2025-01-31
ae02a302-44f3-4886-8d14-3b2b78c4e4ea,139.392.556-45,887.90,30.44,0.00,,Trecho de Silva,33,Eymard,da Rosa Verde,SP,Brasil,cancelado,2024-10-01
f6a30a51-6a16-4d2c-aee7-9cb801da34c8,728.597.651-18,1138.21,90.01,0.00,,Rodovia Rezende,55,Candelaria,da Mata,RJ,Brasil,pendente,2024-04-13
85771b22-68b8-42ef-8c71-a3231002b629,962.500.454-06,256.19,70.80,0.00,,Feira de Fonseca,10,Santa Cecilia,da Rosa de Nogueira,MS,Brasil,enviado,2025-03-25
bed34041-e00f-419b-a23d-58a90497c8ca,318.577.931-38,1064.10,76.89,153.33,CUPOM7D10027E,Rodovia de Silveira,476,Guaratã,Guerra do Sul,MS,Brasil,cancelado,2024-12-30
12857260-8041-4d0b-a2c9-928d7f57a78c,572.712.914-30,1574.30,57.21,0.00,,Aeroporto Manuella Souza,63,Vila Paraíso,Borges,PI,Brasil,pendente,2024-01-10
ff9db3ce-7554-4cc1-98c9-715081db3469,141.685.752-73,428.33,97.86,23.32,CUPOM8C2444BB,Quadra de Jesus,96,Havaí,Carvalho do Amparo,PI,Brasil,enviado,2024-10-26
62fc7483-31fb-44b3-b353-4c06f71383b3,612.112.176-64,775.61,41.29,0.00,,Trevo de Machado,78,Vila Santo Antônio,Gonçalves,RJ,Brasil,enviado,2024-11-16
ccf46886-26d6-4b13-b976-ce983d490f8f,605.985.925-82,1902.47,34.91,0.00,,Residencial Cardoso,39,Vila São Geraldo,das Neves,RN,Brasil,pago,2024-06-16
f3e420b6-e48a-4672-8ef3-ea6852cc5561,455.782.133-44,620.63,55.67,0.00,,Trevo de Aragão,8,Copacabana,Rocha,RS,Brasil,entregue,2023-07-26
46259b9a-4965-4d40-87a3-d1220706a366,903.839.937-89,689.83,96.09,0.00,,Colônia Rebeca Fernandes,95,Miramar,Peixoto,GO,Brasil,pago,2025-02-19
b0617809-f27c-49a3-a2dd-4c5810e07c2d,995.452.276-69,1889.13,92.11,0.00,,Ladeira Yasmin Gonçalves,50,Vila São Rafael,Aragão das Flores,RS,Brasil,pendente,2024-09-10
994467b5-df18-4ce1-b8c8-bd712f008404,086.636.206-93,1995.07,11.90,0.00,,Recanto Abreu,19,Boa União 2ª Seção,Abreu,AC,Brasil,entregue,2024-04-18
57e6cbac-ba27-4b06-80c7-a564d319a08e,192.737.492-68,1893.77,58.38,0.00,,Favela Rhavi Macedo,19,Ribeiro De Abreu,Moreira Verde,RO,Brasil,pendente,2024-07-20
a5a2c8ff-e82f-4d1e-aaa7-bbcb87a7f608,835.095.050-40,1990.84,60.05,0.00,,Aeroporto Souza,44,Vila Jardim Montanhes,Castro,PB,Brasil,entregue,2023-06-01
3bc4eb61-7b34-42cb-ade0-c895dce01000,190.414.945-24,1149.10,60.14,0.00,,Setor Ana Liz Alves,87,Minas Brasil,Vargas,SE,Brasil,cancelado,2025-01-23
69e44486-be05-433e-9d4a-21d58af3a3e8,638.753.288-10,1889.29,87.08,168.50,CUPOM8EDB70BA,Lago Diego Araújo,82,Vila Da Luz,Correia,DF,Brasil,pago,2024-02-11
c8a8c755-fd7a-428c-8154-5f6e1c9fd91e,639.329.347-22,614.72,5.93,0.00,,Ladeira Pimenta,59,Vila Dos Anjos,Cirino das Pedras,SE,Brasil,pago,2023-12-01
2e681906-22a6-460a-bbef-2a7cb71c0160,027.948.130-46,1259.49,89.27,0.00,,Esplanada Maria Isis Pereira,539,Carlos Prates,Azevedo do Sul,MT,Brasil,pendente,2024-12-01
a03ca203-a4e8-41d2-a2f6-d3accf823f34,836.930.059-83,924.01,12.50,0.00,,Distrito Valentina Sampaio,42,Vila São Gabriel Jacui,Santos,MS,Brasil,pago,2024-07-13
bfc1ce4b-9c36-4b39-b496-3388166cb6c1,469.921.903-55,302.33,59.48,0.00,,Quadra Sales,47,Cardoso,da Cruz,MT,Brasil,cancelado,2024-01-05
2190cab8-f9be-432d-9174-a7e0a50f8108,978.091.736-13,1621.72,74.42,256.61,CUPOM61BD26E9,Estação Luara Camargo,16,Conjunto Novo Dom Bosco,da Luz,MT,Brasil,pendente,2024-10-11
5568fca3-f950-4e92-ae3b-1feaa6b98123,377.369.851-43,113.68,14.25,0.00,,Jardim Yasmin Castro,965,Braúnas,Cavalcanti,AM,Brasil,pendente,2023-09-18
5af2e722-6585-453d-a8db-a80d82b949a7,224.330.503-28,571.21,76.33,0.00,,Loteamento Ayla Pacheco,350,Araguaia,Pereira,AP,Brasil,enviado,2024-05-02
f6f3e62b-63e1-4987-9c24-980e430a3303,644.359.805-26,1558.66,12.21,0.00,,Rodovia Teixeira,27,Campo Alegre,da Rocha de Câmara,CE,Brasil,pendente,2024-04-18
e9577c57-a525-4712-a92b-e9175f3d06ed,802.579.767-77,1267.29,35.35,0.00,,Avenida de Almeida,19,Solimoes,da Cunha da Serra,AM,Brasil,pago,2024-09-12
552fe561-ee71-46b7-a6b6-719d4d9289e1,004.314.626-20,223.61,72.80,43.46,CUPOM9493A732,Feira Cauê Araújo,43,Santo Agostinho,da Cunha,RJ,Brasil,enviado,2025-02-13
bb9b05d0-c50b-426b-8d97-fa429975e13e,835.458.365-96,1607.82,88.92,306.07,CUPOM3F339951,Via da Paz,12,Nazare,Ribeiro,AM,Brasil,pago,2024-02-24
61892b95-f414-41fa-a633-9b7e46aaaf94,349.494.720-76,1959.23,69.81,0.00,,Vila Maria Luiza Câmara,67,Boa Vista,Caldeira de Vasconcelos,RN,Brasil,cancelado,2025-04-21
4a5943b2-7ae1-4c7d-829d-93b528a550e8,076.094.656-30,539.50,94.82,27.22,CUPOMCEAA395B,Morro de Vasconcelos,3,Aguas Claras,Moreira de Goiás,DF,Brasil,pago,2023-12-19
cfeb672b-add2-489b-b6ea-08976419f930,294.081.235-58,1227.84,60.12,243.66,CUPOMBD015DE6,Vereda de Borges,85,Calafate,Nascimento de Novaes,AC,Brasil,pago,2024-03-03
735e6668-ef15-4389-a63b-08100bf5b3c2,740.795.544-81,676.83,15.89,0.00,,Trevo Mendonça,39,Outro,Nunes,GO,Brasil,enviado,2024-05-14
fef9bab9-95e5-4472-b438-bffeb75f7959,155.806.844-50,623.73,94.30,0.00,,Travessa de Castro,69,Lindéia,Sales,RO,Brasil,enviado,2025-04-22
defb5c27-e408-4fcf-911d-f45e308a5844,058.196.639-41,731.11,69.00,0.00,,Campo Gustavo Henrique Duarte,99,Vila Suzana Primeira Seção,da Conceição Paulista,SE,Brasil,enviado,2024-03-02
b6ccc090-421f-450e-b8eb-b19ba0d090aa,726.228.552-87,184.24,74.76,0.00,,Morro de Macedo,388,Caiçara - Adelaide,Aparecida,AP,Brasil,pendente,2024-03-08
e1e39748-3ac7-4bb2-8cd6-a249c5c34398,094.069.754-86,1982.42,18.91,0.00,,Feira de da Mota,98,Santa Isabel,Cassiano do Oeste,AL,Brasil,enviado,2023-10-11
df85d421-2569-4001-93e3-f84bb6fb3723,830.033.955-25,753.74,43.89,0.00,,Estação Peixoto,28,Pilar,Sousa,RS,Brasil,pendente,2023-07-16
2a7b87a0-f3b2-4866-a396-411326e068a7,456.085.392-59,1508.84,12.56,0.00,,Aeroporto Maria Luiza Porto,117,Vila Antena,Ramos do Campo,SC,Brasil,pendente,2024-08-01
522bdea9-5e6e-4d43-994e-b9d888d09ab7,677.279.871-40,1203.86,94.64,0.00,,Via de Albuquerque,6,Castelo,Camargo de Aragão,ES,Brasil,cancelado,2024-05-12
50c92448-c4a0-4691-81ff-02aeb99dbe16,663.016.917-02,1297.29,36.90,0.00,,Jardim Raul Fernandes,82,Liberdade,da Costa Verde,MT,Brasil,pendente,2024-10-03
a9712a5e-6ad6-4fd9-907d-764e8a67d885,224.842.788-15,790.09,37.66,0.00,,Parque de Silva,848,Conjunto Celso Machado,Jesus de Minas,RS,Brasil,enviado,2024-04-24
4488768e-6a43-4bda-b9da-9fec5e9156e6,819.428.857-35,176.65,12.40,14.91,CUPOM75CE8B88,Ladeira Pedro Henrique da Cunha,91,Paraíso,Souza,ES,Brasil,cancelado,2023-06-23
6c49c82b-250b-426b-b2e3-07a56c8f2259,958.950.472-73,550.38,94.50,72.75,CUPOM12AD4C33,Recanto Thomas Vieira,11,Serra,Freitas,AM,Brasil,pendente,2023-09-03
9bf10ab8-6bb5-4e57-8294-fd3418ea4ef8,971.619.999-94,1029.42,75.41,0.00,,Viela Gustavo Correia,470,Fazendinha,Dias,MS,Brasil,pendente,2024-06-30
eb0103e4-9c69-4750-9dec-151cbe02defd,497.357.075-90,751.68,81.89,0.00,,Sítio da Rocha,13,Vila Aeroporto Jaraguá,Ramos,AM,Brasil,pago,2023-09-06
c47c93f3-071e-4ca6-90be-03669e8c3385,451.549.658-27,1070.58,41.15,188.33,CUPOM9FA48063,Viela Vasconcelos,46,Salgado Filho,Sousa de Vieira,PI,Brasil,entregue,2024-01-19
47ba6eb3-c50a-455d-b5b5-dfc7125230ff,287.148.104-41,649.66,90.85,0.00,,Rua de Moraes,87,Santa Cecilia,Abreu de Minas,AL,Brasil,enviado,2023-09-23
05083456-79ce-4ecb-9f78-1d6cd3c96cbd,430.459.279-56,1089.30,89.16,132.66,CUPOMACCB2DBC,Núcleo de Sampaio,76,Camargos,Dias,RS,Brasil,entregue,2024-11-06
e6e9066e-f5e8-4724-8aba-5f9d3c93f723,624.912.387-99,1069.00,44.50,0.00,,Vereda da Luz,8,Pedreira Padro Lopes,Cirino da Praia,MS,Brasil,pendente,2024-03-25
c8e42470-942e-4de7-bd6d-9f3d23d3c359,533.040.224-98,1483.44,45.28,0.00,,Feira de Macedo,81,Betânia,Machado,SC,Brasil,pago,2024-03-19
7285ff6d-a16d-41f7-a7a9-bbfc65edeb74,068.176.518-62,129.94,61.10,0.00,,Viaduto Pimenta,6,Vila Rica,Monteiro,RS,Brasil,entregue,2023-11-23
75273f36-0b4c-400a-9fa9-a00f1d5aa56f,131.407.748-99,1542.77,20.29,161.92,CUPOM99995764,Estrada Cirino,142,Vila Da Ária,Novais do Galho,PE,Brasil,enviado,2025-03-03
8cbca811-be43-4bd2-8674-e7114dd530c9,416.891.382-25,1029.52,27.89,0.00,,Quadra Machado,62,Vila Ouro Minas,Oliveira,MA,Brasil,enviado,2024-12-09
917883c0-f9d1-4e74-821b-90bf24a90c8a,948.782.154-46,1252.74,5.08,0.00,,Área Rebeca Machado,15,Trevo,Costa,RN,Brasil,entregue,2023-12-23
c4ed44ab-5961-4498-a4c0-2ae040d53035,811.374.507-68,1652.79,62.03,0.00,,Recanto de Teixeira,4,Paraíso,Fonseca,PB,Brasil,entregue,2023-09-06
ee3fa8f2-b82d-4d76-9b8f-32f69cd1ee79,835.095.050-40,1454.90,49.52,270.48,CUPOMB327AD75,Trecho Luiz Miguel Borges,81,Havaí,Mendes do Norte,RS,Brasil,pago,2023-11-07
93fad26b-003f-43ac-96b5-c726ba3dfa21,406.086.745-59,67.35,85.77,0.00,,Viela Mirella Mendes,7,Venda Nova,Guerra do Oeste,MG,Brasil,entregue,2024-07-29
deb67751-4963-4f17-b826-61dfa9451a2d,581.352.315-86,1028.98,72.82,0.00,,Largo Pimenta,21,Senhor Dos Passos,Fogaça,AM,Brasil,entregue,2023-11-12
3b5ae700-623d-40a1-a247-ea30be56689b,745.268.966-68,1916.45,26.00,0.00,,Morro Novais,20,Engenho Nogueira,Rocha,ES,Brasil,pendente,2025-01-20
7e8391b9-7a47-4f41-b9d1-4bc23508ccaf,563.710.834-68,547.60,88.29,61.62,CUPOM39BC9F6E,Trecho Cassiano,837,Vila Copasa,da Costa de da Mata,RR,Brasil,pendente,2024-10-23
7d609397-ec98-4753-8475-1bdc296b2031,819.112.275-23,1916.96,30.59,0.00,,Conjunto da Luz,5,Vila São Gabriel Jacui,Nogueira Paulista,CE,Brasil,enviado,2024-10-06
f6bd5be8-df21-49bf-a1db-6c91f0b1649a,601.948.594-85,1931.17,61.62,110.63,CUPOM77372995,Lago Costa,25,Vila Oeste,Novais de Minas,RS,Brasil,enviado,2025-02-24
2495f53c-abb9-42c2-af25-c972d3f7a688,302.583.869-37,339.29,69.62,0.00,,Residencial de Carvalho,52,Dom Silverio,da Mata das Pedras,SC,Brasil,entregue,2024-09-18
b0ae6762-3ee8-4f08-9f08-36138e973ca2,316.075.743-11,1363.07,29.68,0.00,,Loteamento de Almeida,72,Outro,Ribeiro do Sul,PR,Brasil,cancelado,2023-07-13
19b3b940-a892-4e33-a6b1-cc561d9bfb40,336.303.093-26,387.23,67.26,0.00,,Pátio Leão,9,Havaí,Pires,PI,Brasil,pago,2023-06-13
31b29ed2-86f7-4e93-aa68-019eb3c415c1,882.048.710-79,1456.16,8.31,0.00,,Praia de Novais,33,Unidas,Viana,MA,Brasil,cancelado,2024-10-16
93508d4d-9cf9-409a-84e1-1310e8b0ca36,817.541.881-48,1844.14,82.65,0.00,,Estação Sá,42,Nova Cachoeirinha,Nunes,AL,Brasil,pendente,2024-12-26
2aa4bbff-1378-43aa-9745-a1695618fc6c,344.132.822-11,116.45,9.61,0.00,,Passarela de Barbosa,48,São Sebastião,Ferreira,RN,Brasil,pago,2024-12-07
81e1af05-df15-43f6-b0f8-edcc78cf694c,104.219.519-93,1254.13,13.48,0.00,,Feira de Rodrigues,2,Virgínia,Sales,SP,Brasil,pago,2024-01-07
8d1c33fb-2c35-4ba3-b60f-0d7063fcc2f6,119.786.892-29,1678.16,37.10,0.00,,Vereda de Viana,816,Vila Nova Gameleira 1ª Seção,Novais,RS,Brasil,pendente,2024-10-03
e6b272a4-4f1c-413f-a4ff-c34c9b89eab3,528.067.405-50,1684.21,89.89,0.00,,Conjunto Gael Henrique Gomes,38,Vila Fumec,da Rosa de Cunha,MT,Brasil,enviado,2023-11-16
cee4685a-0462-4efc-ad16-d290983e8ea1,551.162.433-32,1260.60,55.12,0.00,,Área Lorenzo Ribeiro,92,Vila Batik,Santos de Pires,CE,Brasil,enviado,2025-03-24
b0453958-f3b8-45f5-b040-0f5e9b220b43,127.756.152-08,1008.20,42.63,187.12,CUPOM6F3BF38F,Viela de Almeida,8,Carmo,Pires do Sul,RN,Brasil,enviado,2025-04-12
2f280a27-a893-435b-9fba-78096d4bfdc8,004.014.898-92,1362.21,91.21,0.00,,Recanto de Lopes,9,Mariano De Abreu,Fernandes,SC,Brasil,pendente,2024-01-19
bfaf08a9-19f0-4049-b8f5-f7bbbe8a2dab,391.404.072-60,482.66,83.56,71.15,CUPOMEB5DBE81,Morro Aylla Vieira,24,Ventosa,da Conceição das Flores,PB,Brasil,pago,2025-02-26
e3391bd6-c9cc-4313-9ad8-073c32023f70,097.518.942-40,204.51,51.08,0.00,,Conjunto Aragão,40,Jardim Do Vale,da Conceição,MA,Brasil,entregue,2024-10-10
27c0e06f-d954-4101-85ad-412a5e93a8aa,203.566.458-00,1370.61,14.78,0.00,,Viaduto de Araújo,302,Camponesa 1ª Seção,Cirino,PI,Brasil,entregue,2023-11-08
dcd4cc72-1988-44f0-b7a6-af8ea63586ad,622.995.427-60,1243.16,21.78,0.00,,Lagoa de Pereira,37,Sport Club,Garcia de Lopes,MT,Brasil,cancelado,2025-05-21
4a602cda-84ff-4d06-9fb0-928ac2924c45,838.054.853-37,598.45,7.61,0.00,,Praia de Lima,61,Santa Cecilia,Montenegro de Martins,AC,Brasil,cancelado,2023-09-19
7008adc0-ef6c-48d8-80fb-18d33003e014,531.670.356-53,858.35,26.23,0.00,,Esplanada de Vargas,72,Vila Independencia 3ª Seção,Oliveira,PE,Brasil,pago,2023-10-10
601e1049-03c9-44ab-aea7-1607fcabcd19,417.519.391-90,806.53,25.39,0.00,,Lago Pires,88,Estrela,Abreu do Campo,PR,Brasil,pago,2023-10-14
f1c7f0e6-b28d-45bb-8b25-17744e6c6d1b,727.398.992-48,1246.30,61.97,0.00,,Favela Maria Luísa Martins,83,São Marcos,Costa da Prata,RR,Brasil,pago,2025-01-13
2127547c-d8a2-4cbf-9fcb-df5db9e63c3d,566.618.978-99,1618.02,48.56,0.00,,Loteamento João Pedro Gonçalves,64,Dona Clara,Carvalho,ES,Brasil,pendente,2025-03-19
7f0b6609-81ca-4ca6-abd8-eeeed79aa965,461.017.755-93,551.52,27.61,0.00,,Sítio Cecilia Moreira,61,Unidas,da Rosa da Praia,PB,Brasil,entregue,2023-10-25
60bbde25-6577-4231-b9bc-b182ab353e36,066.321.732-10,1324.24,60.03,0.00,,Morro Machado,81,Esperança,Sousa,CE,Brasil,entregue,2023-11-02
f827ee90-2756-4b28-a39e-8e73a8143744,765.877.147-66,519.26,16.37,0.00,,Trevo Luigi Barbosa,60,Marçola,Novais Verde,CE,Brasil,enviado,2024-03-16
c1bd90e9-46db-41c3-a548-da808cc1a573,609.722.564-50,1405.45,59.26,179.51,CUPOM5DC44863,Parque de Ramos,72,Saudade,Pinto do Norte,MG,Brasil,entregue,2024-03-01
b09cf942-53ba-4b5d-af45-ce9e9516d90d,184.378.432-88,93.88,44.30,18.20,CUPOMA87D3236,Passarela de Araújo,5,Araguaia,Lopes,TO,Brasil,entregue,2023-11-01
8d82fefc-e78b-4a40-a4d0-b59045249ba3,993.052.995-44,352.44,63.78,0.00,,Distrito de Sá,6,Floramar,Porto,PB,Brasil,cancelado,2024-11-24
b13b531d-6616-4f88-bc64-0194ddd06c25,940.078.944-06,1184.99,89.95,0.00,,Colônia de Ferreira,203,Havaí,Rios das Pedras,PB,Brasil,entregue,2024-08-11
9e32ed6e-38a6-4872-bbc3-d58bfe606a3a,045.291.678-97,1183.07,70.16,0.00,,Viela Barbosa,453,Marajó,da Paz de Cirino,SE,Brasil,entregue,2024-12-17
15e743e3-a6e5-4029-8fc6-3c3cd82c5f0c,626.061.233-26,1348.25,97.55,0.00,,Vale Cassiano,111,Vila São Dimas,Barbosa de Duarte,MS,Brasil,enviado,2025-05-13
aa479c8b-fc54-4a95-aa90-abf197a64240,572.924.378-98,1165.50,32.85,0.00,,Avenida da Paz,30,Aeroporto,Camargo de Porto,TO,Brasil,entregue,2024-12-21
b046186f-9fbd-42ee-a5a8-d46d88698da8,026.462.222-67,1700.21,89.26,223.79,CUPOMBE63F669,Largo Maria Isis Costa,3,Marmiteiros,Silveira da Prata,PA,Brasil,cancelado,2024-02-02
3244e354-939e-456b-9b31-a4f0dd9d6f8d,765.112.383-13,149.20,96.70,0.00,,Recanto Santos,932,Trevo,Borges de Minas,AC,Brasil,entregue,2023-07-21
6ad0d58d-2d6a-40ad-bef0-928fba7a7372,198.864.450-70,370.81,59.85,48.30,CUPOM9855D1EE,Loteamento Anthony Machado,971,Belmonte,Sousa de Costa,BA,Brasil,entregue,2024-04-28
6c57f3d2-2dfb-4afa-a1d5-3e7dfbb9182e,562.862.148-18,800.20,33.42,102.35,CUPOME2D4B0B0,Feira da Conceição,2,Vila São Geraldo,Carvalho,MG,Brasil,cancelado,2024-02-05
9766acef-1f9e-48ad-a630-55b52d65ab76,180.603.882-71,1556.50,38.69,0.00,,Vereda de Casa Grande,31,Vila Real 1ª Seção,Teixeira,BA,Brasil,cancelado,2024-07-17
19d746cb-7c74-405a-8165-aa155cb16c92,888.537.251-75,640.52,8.00,0.00,,Sítio de Cassiano,741,Santo Agostinho,Aragão,AC,Brasil,pago,2023-08-12
08b264a6-89c7-4d56-a1f9-da51105098e9,627.851.637-74,1190.44,32.56,159.15,CUPOM567FA9F8,Ladeira de Monteiro,70,Marçola,Pires,ES,Brasil,entregue,2023-06-12
79aadf7e-6bd5-446e-a7b5-ffa6ae718d8d,853.433.592-88,1110.78,90.65,120.59,CUPOMA216E5A5,Loteamento de Cirino,76,Vila Nova Cachoeirinha 3ª Seção,da Conceição de Santos,MT,Brasil,entregue,2023-12-19
8c9c9f5f-04ac-41a1-b4b6-7d36ca74f4d4,544.975.452-69,1321.67,97.44,0.00,,Lagoa Ana Júlia Gomes,16,Araguaia,Melo de Silveira,RS,Brasil,pago,2025-04-01
5f4e15a5-51e3-4f23-8a85-8e11ac43737b,899.783.465-70,496.12,25.98,0.00,,Vila de da Paz,46,Vila Canto Do Sabiá,Porto,SE,Brasil,enviado,2023-07-16
cf3b9a3e-c3ad-4393-90aa-be27600d81d8,252.062.809-05,1271.78,85.55,134.39,CUPOMC1914C47,Setor de Montenegro,938,Juliana,Câmara,AP,Brasil,pendente,2023-08-03
29fb9b61-6363-43c7-b2fd-42773fd5785a,237.357.159-95,1563.39,38.06,202.79,CUPOM489C6E85,Ladeira de da Rocha,4,Vila São Rafael,Guerra de Goiás,PE,Brasil,cancelado,2025-03-23
32c11b31-a5d3-4193-b168-6c2db0223e92,846.709.427-38,1903.61,24.50,0.00,,Parque Oliveira,36,Nova Gameleira,Macedo das Pedras,RO,Brasil,entregue,2023-11-25
89f4abd8-35f0-4b87-9166-79ddc619ee2b,087.328.137-54,927.17,32.02,0.00,,Parque Casa Grande,49,Silveira,Cardoso,RR,Brasil,pendente,2023-07-03
14a74411-8df2-4e9f-bcc4-7d2753325251,902.997.671-96,1384.16,8.01,0.00,,Setor Laís Melo,17,Milionario,Mendonça,TO,Brasil,pendente,2025-02-09
36503ad0-2b74-4ed7-a113-069216c25749,594.161.277-24,1458.87,10.75,0.00,,Rua da Mata,24,Marmiteiros,Moraes,SE,Brasil,entregue,2025-03-10
b12693d3-2eba-410c-afee-e667234b3319,022.213.392-32,959.14,42.11,0.00,,Rua de Casa Grande,858,Embaúbas,Vieira,PR,Brasil,enviado,2024-05-06
efaa78d5-a9a2-441d-92b0-f7c060a9f516,959.471.490-84,1876.61,80.03,0.00,,Via Caldeira,91,Nova Vista,da Luz,PI,Brasil,enviado,2025-05-20
cea2a60e-f494-4c9d-abac-4f7e0e419817,742.988.662-46,1508.99,7.35,0.00,,Vila da Rocha,72,Teixeira Dias,da Cunha,RR,Brasil,entregue,2023-12-22
